sisben_area,sisben_score,spadies_any,cutoff
Main metro area,-47.56999969482422,1,-57.21
Main metro area,-56.31000137329102,1,-57.21
Other urban area,-17.26,1,-56.32
Other urban area,-55.43999862670898,1,-56.32
Other urban area,-25.79999923706055,1,-56.32
Other urban area,-62.40000152587891,1,-56.32
Other urban area,-50.86000061035156,1,-56.32
Main metro area,-48.36000061035156,1,-57.21
Other urban area,-48.88999938964844,1,-56.32
Rural area,-25.70999908447266,1,-40.75
Other urban area,-31.06999969482422,1,-56.32
Other urban area,-85.01000213623047,1,-56.32
Other urban area,-70.98000335693359,1,-56.32
Main metro area,-55.09999847412109,1,-57.21
Other urban area,-50.34999847412109,1,-56.32
Main metro area,-54.68999862670898,1,-57.21
Rural area,-29.64999961853027,1,-40.75
Main metro area,-41.95999908447266,1,-57.21
Other urban area,-37.52999877929688,1,-56.32
Main metro area,-45.34,1,-57.21
Main metro area,-67.55000305175781,1,-57.21
Other urban area,-52.45000076293945,1,-56.32
Main metro area,-42.02999877929688,1,-57.21
Main metro area,-27.85,1,-57.21
Main metro area,-58.27000045776367,1,-57.21
Other urban area,-67.94000244140625,1,-56.32
Other urban area,-39.70999908447266,1,-56.32
Main metro area,-42.43999862670898,1,-57.21
Other urban area,-75.48999786376953,1,-56.32
Other urban area,-79.5,1,-56.32
Main metro area,-52.18000030517578,1,-57.21
Other urban area,-63.04000091552734,1,-56.32
Other urban area,-76.13999938964844,0,-56.32
Rural area,-27.78,1,-40.75
Main metro area,-39.13999938964844,1,-57.21
Other urban area,-45.83000183105469,1,-56.32
Other urban area,-87.19000244140625,1,-56.32
Other urban area,-29.61000061035156,1,-56.32
Main metro area,-48.18,1,-57.21
Other urban area,-35.4900016784668,1,-56.32
Other urban area,-80.80999755859375,1,-56.32
Other urban area,-34.97,1,-56.32
Main metro area,-64.72000122070313,1,-57.21
Main metro area,-69.98999786376953,1,-57.21
Main metro area,-43.66999816894531,1,-57.21
Main metro area,-72.83000183105469,1,-57.21
Main metro area,-19.68,1,-57.21
Rural area,-31.29999923706055,1,-40.75
Other urban area,-40.7,1,-56.32
Main metro area,-33.59,1,-57.21
Rural area,-25.13999938964844,1,-40.75
Other urban area,-62.36999893188477,0,-56.32
Other urban area,-31.90999984741211,1,-56.32
Other urban area,-71.83999633789063,1,-56.32
Main metro area,-55.77999877929688,1,-57.21
Main metro area,-54.72999954223633,1,-57.21
Main metro area,-51.65999984741211,1,-57.21
Main metro area,-49.86999893188477,1,-57.21
Main metro area,-46.86999893188477,1,-57.21
Main metro area,-55.22999954223633,1,-57.21
Other urban area,-42.81000137329102,1,-56.32
Other urban area,-72.87999725341797,1,-56.32
Other urban area,-26.01000022888184,1,-56.32
Main metro area,-48.22000122070313,1,-57.21
Main metro area,-24.61,1,-57.21
Main metro area,-40.38,1,-57.21
Other urban area,-35.72000122070313,1,-56.32
Main metro area,-28.87,1,-57.21
Main metro area,-53.61999893188477,1,-57.21
Main metro area,-37.82,0,-57.21
Main metro area,-33.25,1,-57.21
Main metro area,-59.65000152587891,0,-57.21
Main metro area,-36.54000091552734,1,-57.21
Other urban area,-73.01999664306641,1,-56.32
Main metro area,-33.36999893188477,1,-57.21
Main metro area,-53.93,1,-57.21
Other urban area,-53.11,1,-56.32
Other urban area,-78.22000122070313,1,-56.32
Main metro area,-56.59999847412109,1,-57.21
Other urban area,-77.91999816894531,1,-56.32
Other urban area,-70.63999938964844,0,-56.32
Other urban area,-54.61,1,-56.32
Other urban area,-76.69000244140625,1,-56.32
Other urban area,-11.5600004196167,1,-56.32
Other urban area,-80.65000152587891,1,-56.32
Other urban area,-88.51999664306641,1,-56.32
Other urban area,-48.34000015258789,1,-56.32
Main metro area,-1.889999985694885,1,-57.21
Rural area,-36.27,1,-40.75
Other urban area,-39.4,1,-56.32
Main metro area,-56.41999816894531,1,-57.21
Main metro area,-28.26,0,-57.21
Main metro area,-43.77999877929688,1,-57.21
Other urban area,-43.54999923706055,1,-56.32
Main metro area,-18.11000061035156,1,-57.21
Main metro area,-33.13,1,-57.21
Other urban area,-42.45999908447266,1,-56.32
Other urban area,-81.41000366210938,1,-56.32
Main metro area,-54.75,1,-57.21
Main metro area,-55.04000091552734,1,-57.21
Main metro area,-38.04999923706055,1,-57.21
Main metro area,-45.84,1,-57.21
Other urban area,-42.56000137329102,1,-56.32
Other urban area,-14.01,1,-56.32
Main metro area,-40.63,1,-57.21
Main metro area,-50.13000106811523,1,-57.21
Other urban area,-16.87,1,-56.32
Other urban area,-90.58999633789063,1,-56.32
Main metro area,-38.06999969482422,1,-57.21
Main metro area,-36.4,1,-57.21
Main metro area,-39.56,1,-57.21
Other urban area,-52.71,1,-56.32
Main metro area,-8.880000000000001,1,-57.21
Main metro area,-29.48999977111816,1,-57.21
Main metro area,-34.47999954223633,1,-57.21
Main metro area,-33.70999908447266,1,-57.21
Main metro area,-56.86999893188477,1,-57.21
Other urban area,-43.09,1,-56.32
Main metro area,-37,1,-57.21
Main metro area,-4.110000133514404,1,-57.21
Other urban area,-31.17,1,-56.32
Main metro area,-36.04999923706055,1,-57.21
Main metro area,-50.36,1,-57.21
Other urban area,-9.489999771118164,1,-56.32
Main metro area,-46.63999938964844,1,-57.21
Other urban area,-42.72999954223633,1,-56.32
Main metro area,-53.29000091552734,1,-57.21
Main metro area,-43.68999862670898,1,-57.21
Other urban area,-30.07999992370605,1,-56.32
Main metro area,-44.54,1,-57.21
Other urban area,-24.90999984741211,1,-56.32
Other urban area,-27.68000030517578,1,-56.32
Other urban area,-26.92,1,-56.32
Main metro area,-9.260000228881836,1,-57.21
Other urban area,-48.77,1,-56.32
Other urban area,-64.93000030517578,1,-56.32
Other urban area,-27.18,1,-56.32
Main metro area,-24.96999931335449,1,-57.21
Main metro area,-26.48999977111816,1,-57.21
Other urban area,-22.12,1,-56.32
Other urban area,-46.61999893188477,1,-56.32
Other urban area,-76.73000335693359,1,-56.32
Other urban area,-25.98999977111816,1,-56.32
Main metro area,-27.22999954223633,1,-57.21
Main metro area,-50.95999908447266,1,-57.21
Main metro area,-48.70999908447266,1,-57.21
Other urban area,-32.52999877929688,1,-56.32
Other urban area,-73.16999816894531,0,-56.32
Other urban area,-37.22999954223633,1,-56.32
Main metro area,-26.36,1,-57.21
Main metro area,-53.47,1,-57.21
Main metro area,-37.88000106811523,1,-57.21
Other urban area,-51.33000183105469,1,-56.32
Other urban area,-71.41000366210938,1,-56.32
Main metro area,-20.06999969482422,1,-57.21
Other urban area,-25.2,1,-56.32
Other urban area,-24.96999931335449,1,-56.32
Main metro area,-20.22999954223633,1,-57.21
Main metro area,-33,1,-57.21
Main metro area,-27.95000076293945,1,-57.21
Main metro area,-12.98999977111816,1,-57.21
Other urban area,-25.31999969482422,1,-56.32
Other urban area,-72.15000152587891,1,-56.32
Main metro area,-57.29000091552734,1,-57.21
Other urban area,-50.61,1,-56.32
Main metro area,-42.4,1,-57.21
Main metro area,-52.38000106811523,1,-57.21
Main metro area,-33.2,1,-57.21
Main metro area,-55.36999893188477,1,-57.21
Main metro area,-41.04,1,-57.21
Other urban area,-80.69999694824219,1,-56.32
Other urban area,-64.26999664306641,1,-56.32
Main metro area,-42.24,1,-57.21
Other urban area,-78,1,-56.32
Main metro area,-57.70000076293945,1,-57.21
Other urban area,-42.01,1,-56.32
Main metro area,-53.13,1,-57.21
Other urban area,-49.97,1,-56.32
Rural area,-10.39,1,-40.75
Other urban area,-79.5,1,-56.32
Main metro area,-11.14999961853027,1,-57.21
Other urban area,-87.33999633789063,1,-56.32
Main metro area,-54.65999984741211,1,-57.21
Main metro area,-63.65000152587891,1,-57.21
Other urban area,-24.92,1,-56.32
Main metro area,-58.70999908447266,1,-57.21
Main metro area,-13.67,1,-57.21
Other urban area,-30.93000030517578,1,-56.32
Main metro area,-47.83,1,-57.21
Other urban area,-76.31999969482422,1,-56.32
Main metro area,-61.34999847412109,1,-57.21
Main metro area,-43.02000045776367,1,-57.21
Other urban area,-25.80999946594238,1,-56.32
Other urban area,-55.18000030517578,1,-56.32
Other urban area,-48.88,1,-56.32
Main metro area,-40.4,0,-57.21
Other urban area,-32.88,1,-56.32
Other urban area,-36.41999816894531,1,-56.32
Other urban area,-61.38999938964844,1,-56.32
Other urban area,-29,1,-56.32
Main metro area,-59.65999984741211,1,-57.21
Rural area,-28.21999931335449,1,-40.75
Other urban area,-53.15999984741211,1,-56.32
Main metro area,-33.40999984741211,1,-57.21
Main metro area,-42.34000015258789,1,-57.21
Other urban area,-51.22000122070313,1,-56.32
Other urban area,-77.02999877929688,1,-56.32
Other urban area,-81.30000305175781,0,-56.32
Main metro area,-53.75,1,-57.21
Main metro area,-56.04999923706055,1,-57.21
Other urban area,-47.33000183105469,1,-56.32
Main metro area,-55.84,1,-57.21
Main metro area,-21.65999984741211,1,-57.21
Other urban area,-46.79,1,-56.32
Main metro area,-36.40999984741211,1,-57.21
Other urban area,-46.88999938964844,1,-56.32
Main metro area,-36.54000091552734,1,-57.21
Other urban area,-20.17,1,-56.32
Main metro area,-53.04,1,-57.21
Other urban area,-77.40000152587891,0,-56.32
Other urban area,-39.02999877929688,1,-56.32
Main metro area,-39.02999877929688,1,-57.21
Main metro area,-29.19,1,-57.21
Main metro area,-49.11999893188477,1,-57.21
Main metro area,-69.19000244140625,1,-57.21
Other urban area,-45.59,1,-56.32
Main metro area,-49.33000183105469,1,-57.21
Other urban area,-44.38,1,-56.32
Other urban area,-89.80999755859375,1,-56.32
Rural area,-34.90999984741211,1,-40.75
Rural area,-31.19,1,-40.75
Other urban area,-35.2400016784668,1,-56.32
Main metro area,-27.64999961853027,1,-57.21
Main metro area,-46.77999877929688,1,-57.21
Main metro area,-49.83,1,-57.21
Other urban area,-77.02999877929688,1,-56.32
Main metro area,-65.65000152587891,0,-57.21
Main metro area,-52.41999816894531,1,-57.21
Other urban area,-35.2400016784668,1,-56.32
Main metro area,-29.86,1,-57.21
Other urban area,-18.20000076293945,1,-56.32
Other urban area,-31.39999961853027,1,-56.32
Other urban area,-64.93000030517578,0,-56.32
Other urban area,-41.29000091552734,1,-56.32
Main metro area,-17.12,1,-57.21
Main metro area,-47.38999938964844,1,-57.21
Other urban area,-46.86999893188477,1,-56.32
Main metro area,-48.2599983215332,1,-57.21
Other urban area,-53.81999969482422,1,-56.32
Other urban area,-41.56,1,-56.32
Main metro area,-50.13999938964844,1,-57.21
Main metro area,-46.7599983215332,1,-57.21
Other urban area,-79.43000030517578,0,-56.32
Other urban area,-27.09000015258789,1,-56.32
Other urban area,-54.41999816894531,1,-56.32
Other urban area,-30.64999961853027,1,-56.32
Main metro area,-53.22,1,-57.21
Main metro area,-43.06999969482422,1,-57.21
Other urban area,-54.31,1,-56.32
Other urban area,-35.48,1,-56.32
Main metro area,-53.88999938964844,0,-57.21
Main metro area,-44.47999954223633,1,-57.21
Main metro area,-39.16999816894531,0,-57.21
Main metro area,-49,1,-57.21
Other urban area,-51.18,1,-56.32
Other urban area,-74.11000061035156,1,-56.32
Main metro area,-35.45000076293945,1,-57.21
Other urban area,-36.45999908447266,1,-56.32
Rural area,-38.78,1,-40.75
Main metro area,-66.41000366210938,1,-57.21
Other urban area,-74.62999725341797,1,-56.32
Main metro area,-54.95999908447266,0,-57.21
Rural area,-19.21,1,-40.75
Other urban area,-20.09,1,-56.32
Main metro area,-50.72999954223633,1,-57.21
Main metro area,-61.08000183105469,1,-57.21
Main metro area,-6.440000057220459,1,-57.21
Other urban area,-32.2,1,-56.32
Main metro area,-4.289999961853027,1,-57.21
Other urban area,-29.40999984741211,1,-56.32
Other urban area,-19.21999931335449,1,-56.32
Other urban area,-30.72999954223633,1,-56.32
Other urban area,-54.22,1,-56.32
Other urban area,-32.13000106811523,1,-56.32
Main metro area,-48.68000030517578,1,-57.21
Other urban area,-39.63000106811523,1,-56.32
Other urban area,-45.65,1,-56.32
Other urban area,-47.86,1,-56.32
Main metro area,-12.44999980926514,1,-57.21
Other urban area,-16.14999961853027,1,-56.32
Other urban area,-28.64999961853027,1,-56.32
Main metro area,-41.36999893188477,0,-57.21
Main metro area,-5.539999961853027,1,-57.21
Other urban area,-16.77000045776367,1,-56.32
Other urban area,-7.53000020980835,1,-56.32
Main metro area,-50.22,1,-57.21
Other urban area,-66.91000366210938,0,-56.32
Main metro area,-44.33000183105469,1,-57.21
Main metro area,-10.63,1,-57.21
Main metro area,-9.949999809265137,1,-57.21
Other urban area,-16.19,1,-56.32
Main metro area,-48.93000030517578,1,-57.21
Other urban area,-38.77,1,-56.32
Main metro area,-39.11,1,-57.21
Main metro area,-18.79999923706055,1,-57.21
Other urban area,-75.26999664306641,1,-56.32
Main metro area,-15.85999965667725,1,-57.21
Other urban area,-32.81,1,-56.32
Main metro area,-11.78999996185303,1,-57.21
Main metro area,-30.68,1,-57.21
Other urban area,-17.79000091552734,1,-56.32
Main metro area,-10.31999969482422,1,-57.21
Main metro area,-10.47000026702881,1,-57.21
Main metro area,-26.63999938964844,1,-57.21
Main metro area,-13.89999961853027,1,-57.21
Rural area,-27.23999977111816,1,-40.75
Main metro area,-21.13999938964844,1,-57.21
Other urban area,-35.79000091552734,1,-56.32
Other urban area,-34.11000061035156,1,-56.32
Main metro area,-23.04999923706055,1,-57.21
Other urban area,-42.88000106811523,1,-56.32
Main metro area,-9.439999580383301,1,-57.21
Other urban area,-13.56999969482422,1,-56.32
Main metro area,-23.54999923706055,1,-57.21
Other urban area,-19.69,1,-56.32
Main metro area,-4.710000038146973,1,-57.21
Main metro area,-19.80999946594238,1,-57.21
Other urban area,-46.91999816894531,1,-56.32
Other urban area,-13.19999980926514,1,-56.32
Main metro area,-42.65000152587891,1,-57.21
Other urban area,-39.56,1,-56.32
Main metro area,-60.81000137329102,1,-57.21
Other urban area,-23.64999961853027,1,-56.32
Main metro area,-26.93,1,-57.21
Main metro area,-23.12,0,-57.21
Other urban area,-16.77000045776367,1,-56.32
Main metro area,-4.289999961853027,1,-57.21
Main metro area,-24.48999977111816,1,-57.21
Other urban area,-20.18,1,-56.32
Main metro area,-4.45,1,-57.21
Other urban area,-58.7599983215332,0,-56.32
Other urban area,-11.77,1,-56.32
Other urban area,-68.91999816894531,0,-56.32
Main metro area,-38.66999816894531,0,-57.21
Main metro area,-7.51,1,-57.21
Main metro area,-39.98,1,-57.21
Main metro area,-38.65999984741211,1,-57.21
Main metro area,-51.27999877929688,1,-57.21
Main metro area,-9.81,1,-57.21
Other urban area,-22.02000045776367,1,-56.32
Other urban area,-55.31999969482422,1,-56.32
Other urban area,-28.04000091552734,1,-56.32
Other urban area,-68.02999877929688,1,-56.32
Other urban area,-53.27999877929688,1,-56.32
Other urban area,-67.30999755859375,1,-56.32
Other urban area,-25.52,1,-56.32
Other urban area,-23.8700008392334,1,-56.32
Other urban area,-27.14999961853027,1,-56.32
Other urban area,-7.079999923706055,1,-56.32
Main metro area,-36.15,1,-57.21
Main metro area,-29.64999961853027,1,-57.21
Other urban area,-49.79999923706055,1,-56.32
Main metro area,-54.63000106811523,1,-57.21
Main metro area,-33.72,0,-57.21
Other urban area,-32.68999862670898,1,-56.32
Other urban area,-10.14999961853027,1,-56.32
Other urban area,-36.43999862670898,1,-56.32
Other urban area,-26.45,0,-56.32
Main metro area,-7.07,1,-57.21
Other urban area,-72.08000183105469,1,-56.32
Other urban area,-45.45000076293945,1,-56.32
Other urban area,-34.88999938964844,1,-56.32
Other urban area,-26.2,1,-56.32
Other urban area,-56.38999938964844,1,-56.32
Main metro area,-48.90999984741211,1,-57.21
Other urban area,-35.9,1,-56.32
Other urban area,-11.94999980926514,1,-56.32
Other urban area,-11.39999961853027,1,-56.32
Main metro area,-5.78000020980835,1,-57.21
Other urban area,-16.60000038146973,1,-56.32
Other urban area,-11.14999961853027,1,-56.32
Main metro area,-55.7599983215332,1,-57.21
Main metro area,-4.860000133514404,1,-57.21
Main metro area,-7.440000057220459,1,-57.21
Main metro area,-10.25,1,-57.21
Main metro area,-56.4900016784668,1,-57.21
Other urban area,-16.93,1,-56.32
Main metro area,-15.21,0,-57.21
Main metro area,-49.93,1,-57.21
Main metro area,-14.84,1,-57.21
Main metro area,-20.43,1,-57.21
Other urban area,-40.2599983215332,1,-56.32
Other urban area,-31.57999992370605,1,-56.32
Other urban area,-53.40999984741211,1,-56.32
Main metro area,-5.46,1,-57.21
Main metro area,-42.29000091552734,1,-57.21
Other urban area,-10.10999965667725,1,-56.32
Other urban area,-37.2599983215332,1,-56.32
Main metro area,-9.069999694824219,1,-57.21
Other urban area,-51.43,1,-56.32
Main metro area,-5.71999979019165,1,-57.21
Other urban area,-15.1,1,-56.32
Other urban area,-18.84,1,-56.32
Other urban area,-59.40000152587891,1,-56.32
Main metro area,-4.739999771118164,1,-57.21
Rural area,-14.09,0,-40.75
Other urban area,-39.02999877929688,1,-56.32
Other urban area,-4.91,1,-56.32
Other urban area,-51.45,1,-56.32
Main metro area,-17.64999961853027,1,-57.21
Main metro area,-27.5,0,-57.21
Main metro area,-5.659999847412109,0,-57.21
Other urban area,-10.22,1,-56.32
Main metro area,-2.880000114440918,1,-57.21
Main metro area,-16.76,1,-57.21
Other urban area,-43.02999877929688,1,-56.32
Other urban area,-26.92,0,-56.32
Main metro area,-54.38999938964844,1,-57.21
Other urban area,-54.0099983215332,1,-56.32
Main metro area,-4.619999885559082,1,-57.21
Other urban area,-22.14999961853027,1,-56.32
Main metro area,-9.07,1,-57.21
Other urban area,-36.43,1,-56.32
Other urban area,-9.699999809265137,1,-56.32
Other urban area,-17.1299991607666,1,-56.32
Main metro area,-53.13999938964844,1,-57.21
Main metro area,-16.69,0,-57.21
Main metro area,-51.97,1,-57.21
Main metro area,-35.93000030517578,1,-57.21
Main metro area,-17.75,1,-57.21
Other urban area,-47.13,1,-56.32
Main metro area,-35.24,1,-57.21
Other urban area,-23.29999923706055,1,-56.32
Other urban area,-35.75,1,-56.32
Other urban area,-38.25,1,-56.32
Other urban area,-60.66999816894531,1,-56.32
Other urban area,-5.380000114440918,1,-56.32
Other urban area,-44.47,1,-56.32
Other urban area,-11.26000022888184,1,-56.32
Other urban area,-41.88000106811523,1,-56.32
Other urban area,-9.789999961853027,1,-56.32
Other urban area,-14.88,0,-56.32
Main metro area,-20.03,1,-57.21
Main metro area,-46.95999908447266,1,-57.21
Other urban area,-47.86999893188477,1,-56.32
Other urban area,-41.97,1,-56.32
Main metro area,-39.41999816894531,1,-57.21
Other urban area,-63.47999954223633,1,-56.32
Main metro area,-53,1,-57.21
Main metro area,-27.03,1,-57.21
Other urban area,-24.05999946594238,1,-56.32
Main metro area,-39.22999954223633,0,-57.21
Main metro area,-11.31,1,-57.21
Main metro area,-50.9,1,-57.21
Main metro area,-37.88000106811523,1,-57.21
Other urban area,-55.69,1,-56.32
Other urban area,-23.87,1,-56.32
Main metro area,-16.21,1,-57.21
Other urban area,-18.04000091552734,1,-56.32
Main metro area,-10.31999969482422,1,-57.21
Other urban area,-32.43,1,-56.32
Other urban area,-28.80999946594238,1,-56.32
Other urban area,-18.29,1,-56.32
Other urban area,-32.61999893188477,1,-56.32
Main metro area,-5.65,1,-57.21
Other urban area,-24.73999977111816,1,-56.32
Other urban area,-51.15000152587891,1,-56.32
Main metro area,-1.44,1,-57.21
Main metro area,-49.04000091552734,1,-57.21
Main metro area,-16.8700008392334,1,-57.21
Main metro area,-55.72999954223633,1,-57.21
Main metro area,-34.29999923706055,1,-57.21
Main metro area,-4.739999771118164,1,-57.21
Main metro area,-42.91,1,-57.21
Other urban area,-30.18000030517578,1,-56.32
Main metro area,-51.65000152587891,1,-57.21
Other urban area,-25.8700008392334,1,-56.32
Main metro area,-6.01,1,-57.21
Main metro area,-56.49,1,-57.21
Main metro area,-6.25,1,-57.21
Main metro area,-7.349999904632568,1,-57.21
Main metro area,-4.329999923706055,1,-57.21
Other urban area,-20.90999984741211,1,-56.32
Other urban area,-5.429999828338623,1,-56.32
Main metro area,-5.42,1,-57.21
Other urban area,-45.34000015258789,1,-56.32
Main metro area,-56.65999984741211,1,-57.21
Main metro area,-25.40999984741211,1,-57.21
Main metro area,-37.56999969482422,1,-57.21
Main metro area,-48.97,1,-57.21
Other urban area,-28,1,-56.32
Other urban area,-17.36,1,-56.32
Main metro area,-5.679999828338623,1,-57.21
Other urban area,-20.43,1,-56.32
Main metro area,-2.589999914169312,1,-57.21
Other urban area,-41.77,1,-56.32
Other urban area,-34.29999923706055,1,-56.32
Main metro area,-10.69999980926514,1,-57.21
Other urban area,-24.3799991607666,1,-56.32
Main metro area,-32.43999862670898,1,-57.21
Other urban area,-38.79,1,-56.32
Main metro area,-16.45,1,-57.21
Other urban area,-27.54999923706055,1,-56.32
Main metro area,-46.61999893188477,1,-57.21
Other urban area,-27.77,1,-56.32
Other urban area,-6.539999961853027,1,-56.32
Other urban area,-19.05999946594238,1,-56.32
Main metro area,-10.31999969482422,1,-57.21
Main metro area,-20.84,1,-57.21
Main metro area,-5.829999923706055,1,-57.21
Main metro area,-2.589999914169312,0,-57.21
Other urban area,-42.5,1,-56.32
Main metro area,-29.18000030517578,0,-57.21
Other urban area,-14.17000007629395,1,-56.32
Main metro area,-53.47,0,-57.21
Main metro area,-5.71999979019165,1,-57.21
Other urban area,-12.06,1,-56.32
Main metro area,-31.03,1,-57.21
Main metro area,-34.4,1,-57.21
Main metro area,-9.390000000000001,1,-57.21
Other urban area,-42.58,1,-56.32
Other urban area,-12.46000003814697,1,-56.32
Main metro area,-8.970000267028809,1,-57.21
Main metro area,-51.22999954223633,1,-57.21
Other urban area,-27.28,1,-56.32
Other urban area,-55.54,1,-56.32
Other urban area,-27.02,1,-56.32
Other urban area,-29.29000091552734,1,-56.32
Main metro area,-54.79999923706055,1,-57.21
Main metro area,-5.28,0,-57.21
Other urban area,-24.23999977111816,1,-56.32
Main metro area,-8.489999771118164,1,-57.21
Main metro area,-48.11,1,-57.21
Main metro area,-37.34,0,-57.21
Other urban area,-47.15000152587891,1,-56.32
Other urban area,-45.15000152587891,1,-56.32
Main metro area,-49.34000015258789,1,-57.21
Other urban area,-34.38000106811523,1,-56.32
Main metro area,-4.71999979019165,1,-57.21
Main metro area,-56.18000030517578,1,-57.21
Other urban area,-13.36999988555908,1,-56.32
Main metro area,-55.13000106811523,1,-57.21
Main metro area,-26.27000045776367,1,-57.21
Other urban area,-61.91999816894531,1,-56.32
Other urban area,-29.79999923706055,1,-56.32
Main metro area,-3.21,1,-57.21
Other urban area,-33.2599983215332,1,-56.32
Main metro area,-27.85000038146973,1,-57.21
Main metro area,-15.13,0,-57.21
Other urban area,-44,1,-56.32
Other urban area,-41.7,1,-56.32
Main metro area,-18.96999931335449,1,-57.21
Other urban area,-14.24,1,-56.32
Main metro area,-10.31999969482422,1,-57.21
Other urban area,-40.66999816894531,1,-56.32
Main metro area,-28.08,1,-57.21
Main metro area,-55.77999877929688,1,-57.21
Main metro area,-47.91999816894531,1,-57.21
Main metro area,-6.909999847412109,1,-57.21
Main metro area,-45.15000152587891,1,-57.21
Other urban area,-38.27000045776367,1,-56.32
Other urban area,-72.37999725341797,0,-56.32
Main metro area,-4.329999923706055,1,-57.21
Other urban area,-5.329999923706055,1,-56.32
Main metro area,-21.95999908447266,0,-57.21
Main metro area,-51.86999893188477,1,-57.21
Main metro area,-44.18999862670898,1,-57.21
Other urban area,-27.82,1,-56.32
Main metro area,-11.71,0,-57.21
Other urban area,-49.29999923706055,1,-56.32
Other urban area,-21.3799991607666,1,-56.32
Main metro area,-44.43999862670898,1,-57.21
Main metro area,-48.04000091552734,1,-57.21
Other urban area,-17.59,1,-56.32
Main metro area,-38.77,1,-57.21
Main metro area,-10.31999969482422,1,-57.21
Main metro area,-54.40000152587891,1,-57.21
Main metro area,-43.95,1,-57.21
Other urban area,-16.07999992370605,1,-56.32
Other urban area,-15.63000011444092,1,-56.32
Other urban area,-24.47999954223633,1,-56.32
Other urban area,-29.09,1,-56.32
Main metro area,-9.550000000000001,0,-57.21
Other urban area,-32.59999847412109,1,-56.32
Other urban area,-19.29999923706055,1,-56.32
Main metro area,-3.740000009536743,1,-57.21
Main metro area,-8.439999580383301,1,-57.21
Main metro area,-48.06,1,-57.21
Other urban area,-26.11,1,-56.32
Main metro area,-38.45,1,-57.21
Other urban area,-55.36000061035156,1,-56.32
Main metro area,-14.6899995803833,1,-57.21
Main metro area,-12.77999973297119,1,-57.21
Main metro area,-22.77000045776367,1,-57.21
Other urban area,-20.80999946594238,1,-56.32
Main metro area,-47.31000137329102,1,-57.21
Main metro area,-3.339999914169312,1,-57.21
Other urban area,-31.48999977111816,1,-56.32
Main metro area,-27.3799991607666,0,-57.21
Other urban area,-43.88,1,-56.32
Main metro area,-2.240000009536743,1,-57.21
Main metro area,-9.609999656677246,1,-57.21
Main metro area,-19.45999908447266,1,-57.21
Other urban area,-29.75,1,-56.32
Main metro area,-5.21,1,-57.21
Main metro area,-23.68,1,-57.21
Other urban area,-47.96,0,-56.32
Main metro area,-49.79999923706055,1,-57.21
Other urban area,-27.69000053405762,1,-56.32
Main metro area,-65.87999725341797,1,-57.21
Main metro area,-8.300000190734863,1,-57.21
Main metro area,-5.01,1,-57.21
Main metro area,-48.68,1,-57.21
Main metro area,-37.46,0,-57.21
Other urban area,-41.02,1,-56.32
Main metro area,-9.880000000000001,0,-57.21
Main metro area,-56.43000030517578,1,-57.21
Other urban area,-28.71999931335449,1,-56.32
Other urban area,-53.08000183105469,1,-56.32
Main metro area,-39.59,0,-57.21
Other urban area,-22.44,1,-56.32
Main metro area,-9.069999694824219,1,-57.21
Other urban area,-9.140000000000001,0,-56.32
Other urban area,-14.47,0,-56.32
Main metro area,-12.44999980926514,1,-57.21
Other urban area,-8.970000000000001,1,-56.32
Main metro area,-17.79,1,-57.21
Other urban area,-51.45000076293945,1,-56.32
Other urban area,-18.2,1,-56.32
Other urban area,-12.22000026702881,1,-56.32
Other urban area,-8.279999732971191,1,-56.32
Other urban area,-67.94000244140625,1,-56.32
Main metro area,-30.68,1,-57.21
Main metro area,-20.23999977111816,1,-57.21
Other urban area,-23.53,1,-56.32
Main metro area,-25.79,1,-57.21
Main metro area,-29.75,1,-57.21
Other urban area,-44.7599983215332,1,-56.32
Main metro area,-34.04000091552734,1,-57.21
Other urban area,-25.54999923706055,1,-56.32
Main metro area,-9.529999732971191,1,-57.21
Other urban area,-37.79000091552734,0,-56.32
Other urban area,-4.090000152587891,0,-56.32
Main metro area,-12.44999980926514,1,-57.21
Other urban area,-17.01000022888184,1,-56.32
Main metro area,-10.69999980926514,1,-57.21
Other urban area,-23.3799991607666,1,-56.32
Other urban area,-53.61999893188477,1,-56.32
Other urban area,-31.45999908447266,1,-56.32
Other urban area,-27.86,1,-56.32
Rural area,-22.39999961853027,1,-40.75
Other urban area,-9.439999580383301,1,-56.32
Main metro area,-49.13,1,-57.21
Other urban area,-8.699999999999999,0,-56.32
Other urban area,-27.92,1,-56.32
Other urban area,-49.84,1,-56.32
Other urban area,-8.909999847412109,1,-56.32
Other urban area,-67.44000244140625,1,-56.32
Main metro area,-6.659999847412109,1,-57.21
Other urban area,-48.99,1,-56.32
Other urban area,-12.73999977111816,1,-56.32
Other urban area,-12.03999996185303,1,-56.32
Main metro area,-20.2,1,-57.21
Other urban area,-33.52,1,-56.32
Main metro area,-31.84,1,-57.21
Other urban area,-28.02000045776367,1,-56.32
Other urban area,-45.77999877929688,1,-56.32
Other urban area,-34.54999923706055,1,-56.32
Other urban area,-7.260000228881836,1,-56.32
Other urban area,-15.61999988555908,1,-56.32
Other urban area,-26.55999946594238,1,-56.32
Main metro area,-4.619999885559082,0,-57.21
Other urban area,-55.0099983215332,1,-56.32
Main metro area,-22.28000068664551,1,-57.21
Other urban area,-39.02999877929688,1,-56.32
Other urban area,-37.22999954223633,1,-56.32
